月份,门店ID,门店名称,业态分类,楼层,经营场景,租赁面积(sqm),月销售额,销售环比(%),租售比(%),欠费总额(元),欠费天数,水电费波动(%),近90天投诉数,进店率(%),成交转化率(%),保证金覆盖率(%),销售同比(%)
2026-07,SHOP_048,喜悦甜品,餐饮,F5,持续下滑,124,647682,34.0,27.7,12960,14,-16.1,5,10.5,10.2,101.5,0.0
2025-08,SHOP_049,茶庭书道,餐饮,F5,欠费承压,396,911041,0.0,30.1,0,0,-5.3,3,5.5,12.7,43.7,0.0
2025-09,SHOP_049,茶庭书道,餐饮,F5,欠费承压,396,934660,2.6,29.3,2137,8,-5.7,2,5.6,12.8,42.6,0.0
2025-10,SHOP_049,茶庭书道,餐饮,F5,欠费承压,396,970481,3.8,28.3,6033,15,-10.3,2,5.6,12.8,40.7,0.0
2025-11,SHOP_049,茶庭书道,餐饮,F5,欠费承压,396,979190,0.9,28.0,9224,21,-11.5,3,5.6,12.9,39.1,0.0
2025-12,SHOP_049,茶庭书道,餐饮,F5,欠费承压,396,1005463,2.7,27.3,12308,29,-7.0,4,5.6,12.9,37.5,0.0
2026-01,SHOP_049,茶庭书道,餐饮,F5,欠费承压,396,787619,-21.7,34.8,19951,35,-3.3,4,5.4,12.5,33.7,0.0
2026-02,SHOP_049,茶庭书道,餐饮,F5,欠费承压,396,755241,-4.1,36.3,23694,45,-3.5,4,5.4,12.4,31.8,0.0
2026-03,SHOP_049,茶庭书道,餐饮,F5,欠费承压,396,824133,9.1,33.3,28014,54,-12.9,5,5.5,12.6,29.7,0.0
2026-04,SHOP_049,茶庭书道,餐饮,F5,欠费承压,396,808379,-1.9,33.9,28553,63,-6.4,4,5.4,12.5,29.4,0.0
2026-05,SHOP_049,茶庭书道,餐饮,F5,欠费承压,396,846298,4.7,32.4,33063,71,-13.9,6,5.5,12.6,27.1,0.0
2026-06,SHOP_049,茶庭书道,餐饮,F5,欠费承压,396,761996,-10.0,36.0,35061,75,-14.1,5,5.4,12.5,26.2,0.0
2026-07,SHOP_049,茶庭书道,餐饮,F5,欠费承压,396,956202,25.5,28.7,53631,47,-17.1,6,5.6,12.8,16.9,0.0
2025-08,SHOP_050,林里柠檬茶,餐饮,F4,健康,126,1065910,0.0,17.8,1250,9,-3.7,1,22.6,30.5,142.5,0.0
2025-09,SHOP_050,林里柠檬茶,餐饮,F4,健康,126,1105640,3.7,17.2,437,15,3.2,0,22.8,30.7,142.9,0.0
2025-10,SHOP_050,林里柠檬茶,餐饮,F4,健康,126,1174131,6.2,16.2,0,2,-3.6,2,23.0,30.9,143.2,0.0
2025-11,SHOP_050,林里柠檬茶,餐饮,F4,健康,126,1219615,3.9,15.6,1962,8,1.4,1,23.2,31.1,142.2,0.0
2025-12,SHOP_050,林里柠檬茶,餐饮,F4,健康,126,1306085,7.1,14.6,0,0,-2.6,2,23.5,31.4,143.2,0.0
2026-01,SHOP_050,林里柠檬茶,餐饮,F4,健康,126,1052057,-19.4,18.1,1751,4,2.0,0,22.6,30.4,142.3,0.0
2026-02,SHOP_050,林里柠檬茶,餐饮,F4,健康,126,987040,-6.2,19.3,0,0,1.5,2,22.3,30.2,143.2,0.0
2026-03,SHOP_050,林里柠檬茶,餐饮,F4,健康,126,1103122,11.8,17.2,0,0,-0.8,2,22.8,30.6,143.2,0.0
2026-04,SHOP_050,林里柠檬茶,餐饮,F4,健康,126,1140370,3.4,16.7,0,0,-3.7,1,22.9,30.8,143.2,0.0
2026-05,SHOP_050,林里柠檬茶,餐饮,F4,健康,126,1198377,5.1,15.9,1515,4,3.8,3,23.1,31.0,142.4,0.0
2026-06,SHOP_050,林里柠檬茶,餐饮,F4,健康,126,1155543,-3.6,16.5,322,13,0.5,1,23.0,30.9,143.0,0.0
2026-07,SHOP_050,林里柠檬茶,餐饮,F4,健康,126,1093029,-5.4,17.4,0,0,-2.6,2,22.7,30.6,143.2,0.0
2025-08,SHOP_051,野火披萨,餐饮,F5,区域性下滑,262,1067817,0.0,17.6,2443,8,-0.6,0,10.0,16.0,111.0,0.0
2025-09,SHOP_051,野火披萨,餐饮,F5,区域性下滑,262,1075728,0.7,17.5,908,13,-2.0,0,10.0,16.0,111.7,0.0
2025-10,SHOP_051,野火披萨,餐饮,F5,区域性下滑,262,1110835,3.3,16.9,1194,21,-3.7,0,10.1,16.1,111.6,0.0
2025-11,SHOP_051,野火披萨,餐饮,F5,区域性下滑,262,1154033,3.9,16.3,0,8,-7.3,1,10.1,16.2,112.2,0.0
2025-12,SHOP_051,野火披萨,餐饮,F5,区域性下滑,262,1172875,1.6,16.0,18,14,-6.3,0,10.2,16.2,112.2,0.0
2026-01,SHOP_051,野火披萨,餐饮,F5,区域性下滑,262,915449,-21.9,20.5,1465,24,-7.9,0,9.7,15.7,111.5,0.0
2026-02,SHOP_051,野火披萨,餐饮,F5,区域性下滑,262,853842,-6.7,22.0,0,16,-7.8,0,9.6,15.6,112.2,0.0
2026-03,SHOP_051,野火披萨,餐饮,F5,区域性下滑,262,916897,7.4,20.5,0,0,-7.7,0,9.7,15.7,112.2,0.0
2026-04,SHOP_051,野火披萨,餐饮,F5,区域性下滑,262,944729,3.0,19.9,0,0,-5.3,0,9.8,15.8,112.2,0.0
2026-05,SHOP_051,野火披萨,餐饮,F5,区域性下滑,262,921405,-2.5,20.4,2050,6,-10.3,0,9.8,15.7,111.2,0.0
2026-06,SHOP_051,野火披萨,餐饮,F5,区域性下滑,262,855543,-7.1,22.0,0,0,-11.6,1,9.6,15.6,112.2,0.0
2026-07,SHOP_051,野火披萨,餐饮,F5,区域性下滑,262,1073197,25.4,17.5,0,0,-13.7,1,10.0,16.0,112.2,0.0
2025-08,SHOP_052,稻田寿司,餐饮,F5,健康,324,801522,0.0,14.8,882,6,0.4,1,14.0,24.6,133.9,0.0
2025-09,SHOP_052,稻田寿司,餐饮,F5,健康,324,855398,6.7,13.8,2088,11,1.5,1,14.1,24.8,133.3,0.0
2025-10,SHOP_052,稻田寿司,餐饮,F5,健康,324,894056,4.5,13.2,0,0,2.4,3,14.3,24.9,134.3,0.0
2025-11,SHOP_052,稻田寿司,餐饮,F5,健康,324,932764,4.3,12.7,0,0,3.2,2,14.4,25.1,134.3,0.0
2025-12,SHOP_052,稻田寿司,餐饮,F5,健康,324,1005273,7.8,11.8,797,4,2.6,2,14.6,25.4,133.9,0.0
2026-01,SHOP_052,稻田寿司,餐饮,F5,健康,324,793843,-21.0,14.9,581,9,-5.6,1,14.0,24.5,134.0,0.0
2026-02,SHOP_052,稻田寿司,餐饮,F5,健康,324,772745,-2.7,15.3,0,0,7.5,3,13.9,24.4,134.3,0.0
2026-03,SHOP_052,稻田寿司,餐饮,F5,健康,324,856492,10.8,13.8,0,0,3.2,2,14.1,24.8,134.3,0.0
2026-04,SHOP_052,稻田寿司,餐饮,F5,健康,324,904414,5.6,13.1,0,0,-3.8,3,14.3,25.0,134.3,0.0
2026-05,SHOP_052,稻田寿司,餐饮,F5,健康,324,938380,3.8,12.6,6,10,2.7,2,14.4,25.1,134.3,0.0
2026-06,SHOP_052,稻田寿司,餐饮,F5,健康,324,874584,-6.8,13.5,0,0,4.4,3,14.2,24.9,134.3,0.0
2026-07,SHOP_052,稻田寿司,餐饮,F5,健康,324,838291,-4.1,14.1,0,0,3.7,3,14.1,24.7,134.3,0.0
2025-08,SHOP_053,小满粥铺,餐饮,F3,欠费承压,395,638985,0.0,34.9,0,0,2.4,3,12.3,15.0,73.3,0.0
2025-09,SHOP_053,小满粥铺,餐饮,F3,欠费承压,395,645099,1.0,34.5,4346,10,-3.2,5,12.3,15.0,71.1,0.0
2025-10,SHOP_053,小满粥铺,餐饮,F3,欠费承压,395,675177,4.7,33.0,6703,17,0.8,4,12.5,15.1,69.9,0.0
2025-11,SHOP_053,小满粥铺,餐饮,F3,欠费承压,395,694600,2.9,32.1,12001,24,-2.9,4,12.5,15.2,67.3,0.0
2025-12,SHOP_053,小满粥铺,餐饮,F3,欠费承压,395,695453,0.1,32.0,11960,34,-4.4,5,12.5,15.2,67.3,0.0
2026-01,SHOP_053,小满粥铺,餐饮,F3,欠费承压,395,540413,-22.3,41.2,16032,40,-5.6,5,12.0,14.7,65.3,0.0
2026-02,SHOP_053,小满粥铺,餐饮,F3,欠费承压,395,507017,-6.2,43.9,19575,48,-10.5,6,11.9,14.6,63.5,0.0
2026-03,SHOP_053,小满粥铺,餐饮,F3,欠费承压,395,547454,8.0,40.7,24042,53,-13.6,7,12.0,14.7,61.3,0.0
2026-04,SHOP_053,小满粥铺,餐饮,F3,欠费承压,395,551085,0.7,40.4,28812,58,-2.8,7,12.0,14.7,58.9,0.0
2026-05,SHOP_053,小满粥铺,餐饮,F3,欠费承压,395,572665,3.9,38.9,33387,64,-11.3,8,12.1,14.8,56.6,0.0
2026-06,SHOP_053,小满粥铺,餐饮,F3,欠费承压,395,527898,-7.8,42.2,34119,69,-12.1,9,11.9,14.7,56.2,0.0
2026-07,SHOP_053,小满粥铺,餐饮,F3,欠费承压,395,650456,23.2,34.3,52028,42,-17.2,8,12.4,15.1,47.3,0.0
2025-08,SHOP_054,三巡咖啡,餐饮,F5,短期波动,360,957465,0.0,15.9,481,8,-7.4,1,11.0,19.4,125.3,0.0
2025-09,SHOP_054,三巡咖啡,餐饮,F5,短期波动,360,991414,3.5,15.4,1819,13,-2.7,2,11.1,19.5,124.6,0.0
2025-10,SHOP_054,三巡咖啡,餐饮,F5,短期波动,360,1086544,9.6,14.0,0,1,-9.1,3,11.3,19.7,125.5,0.0
2025-11,SHOP_054,三巡咖啡,餐饮,F5,短期波动,360,1091873,0.5,14.0,0,0,-9.3,3,11.3,19.7,125.5,0.0
2025-12,SHOP_054,三巡咖啡,餐饮,F5,短期波动,360,1152993,5.6,13.2,516,5,5.4,3,11.4,19.9,125.3,0.0
2026-01,SHOP_054,三巡咖啡,餐饮,F5,短期波动,360,894253,-22.4,17.1,0,0,-5.0,4,10.9,19.2,125.5,0.0
2026-02,SHOP_054,三巡咖啡,餐饮,F5,短期波动,360,830319,-7.1,18.4,0,0,-8.5,3,10.8,19.0,125.5,0.0
2026-03,SHOP_054,三巡咖啡,餐饮,F5,短期波动,360,937665,12.9,16.3,1616,7,-3.2,4,11.0,19.3,124.7,0.0
2026-04,SHOP_054,三巡咖啡,餐饮,F5,短期波动,360,991833,5.8,15.4,2450,16,1.7,4,11.1,19.5,124.3,0.0
2026-05,SHOP_054,三巡咖啡,餐饮,F5,短期波动,360,1008458,1.7,15.1,535,21,-3.0,5,11.1,19.5,125.3,0.0
2026-06,SHOP_054,三巡咖啡,餐饮,F5,短期波动,360,936470,-7.1,16.3,996,29,-2.2,5,11.0,19.3,125.0,0.0
2026-07,SHOP_054,三巡咖啡,餐饮,F5,短期波动,360,999678,6.7,15.3,0,0,-0.0,5,11.1,19.5,125.5,0.0
2025-08,SHOP_055,沸点酸菜鱼,餐饮,F3,转化恶化,200,786920,0.0,22.7,0,0,0.8,3,12.7,9.0,117.2,0.0
2025-09,SHOP_055,沸点酸菜鱼,餐饮,F3,转化恶化,200,840007,6.7,21.3,553,4,-3.2,3,12.9,9.1,117.0,0.0
2025-10,SHOP_055,沸点酸菜鱼,餐饮,F3,转化恶化,200,852922,1.5,20.9,2300,8,2.3,5,12.9,9.1,116.1,0.0
2025-11,SHOP_055,沸点酸菜鱼,餐饮,F3,转化恶化,200,882220,3.4,20.2,1315,16,-6.3,5,13.0,9.2,116.6,0.0
2025-12,SHOP_055,沸点酸菜鱼,餐饮,F3,转化恶化,200,912394,3.4,19.6,1109,24,0.0,4,13.1,9.2,116.7,0.0
2026-01,SHOP_055,沸点酸菜鱼,餐饮,F3,转化恶化,200,697599,-23.5,25.6,0,16,0.5,5,12.5,8.9,117.2,0.0
2026-02,SHOP_055,沸点酸菜鱼,餐饮,F3,转化恶化,200,645884,-7.4,27.6,0,6,1.8,6,12.3,8.8,117.2,0.0
2026-03,SHOP_055,沸点酸菜鱼,餐饮,F3,转化恶化,200,729556,13.0,24.5,2031,14,0.4,5,12.6,8.9,116.2,0.0
2026-04,SHOP_055,沸点酸菜鱼,餐饮,F3,转化恶化,200,747417,2.4,23.9,0,0,-3.5,6,12.6,9.0,117.2,0.0
2026-05,SHOP_055,沸点酸菜鱼,餐饮,F3,转化恶化,200,728210,-2.6,24.5,0,0,-6.2,7,12.5,8.9,117.2,0.0
2026-06,SHOP_055,沸点酸菜鱼,餐饮,F3,转化恶化,200,713010,-2.1,25.0,2199,4,3.3,7,12.5,8.9,116.1,0.0
2026-07,SHOP_055,沸点酸菜鱼,餐饮,F3,转化恶化,200,816656,14.5,21.9,0,0,-0.9,7,12.8,9.1,117.2,0.0
2025-08,SHOP_056,谷雨面馆,餐饮,F4,疑似撤店,193,833875,0.0,40.4,1886,10,-8.1,4,7.2,12.1,31.2,0.0
2025-09,SHOP_056,谷雨面馆,餐饮,F4,疑似撤店,193,867218,4.0,38.9,890,18,-14.3,4,7.3,12.1,31.7,0.0
2025-10,SHOP_056,谷雨面馆,餐饮,F4,疑似撤店,193,861243,-0.7,39.1,7330,22,-9.1,6,7.2,12.1,28.5,0.0
2025-11,SHOP_056,谷雨面馆,餐饮,F4,疑似撤店,193,879741,2.1,38.3,10723,29,-18.4,6,7.3,12.2,26.8,0.0
2025-12,SHOP_056,谷雨面馆,餐饮,F4,疑似撤店,193,857592,-2.5,39.3,13163,34,-13.1,7,7.2,12.1,25.6,0.0
2026-01,SHOP_056,谷雨面馆,餐饮,F4,疑似撤店,193,657266,-23.4,51.3,13795,40,-25.0,7,6.9,11.7,25.2,0.0
2026-02,SHOP_056,谷雨面馆,餐饮,F4,疑似撤店,193,582815,-11.3,57.8,20771,47,-22.4,7,6.8,11.6,21.8,0.0
2026-03,SHOP_056,谷雨面馆,餐饮,F4,疑似撤店,193,644267,10.5,52.3,24362,55,-33.4,7,6.9,11.7,20.0,0.0
2026-04,SHOP_056,谷雨面馆,餐饮,F4,疑似撤店,193,650891,1.0,51.8,24094,64,-32.3,8,6.9,11.7,20.1,0.0
2026-05,SHOP_056,谷雨面馆,餐饮,F4,疑似撤店,193,642797,-1.2,52.5,31009,71,-33.2,9,6.9,11.7,16.6,0.0
2026-06,SHOP_056,谷雨面馆,餐饮,F4,疑似撤店,193,576582,-10.3,58.5,30893,75,-38.8,10,6.8,11.6,16.7,0.0
2026-07,SHOP_056,谷雨面馆,餐饮,F4,疑似撤店,193,909172,57.7,37.1,35082,58,-44.6,10,7.3,12.2,14.6,0.0
2025-08,SHOP_057,乐芽成长中心,儿童配套,F4,欠费承压,147,101804,0.0,29.9,0,0,-9.0,2,7.1,9.0,75.0,0.0
2025-09,SHOP_057,乐芽成长中心,儿童配套,F4,欠费承压,147,107461,5.6,28.3,1070,4,-1.9,3,7.1,9.1,74.5,0.0
2025-10,SHOP_057,乐芽成长中心,儿童配套,F4,欠费承压,147,113693,5.8,26.7,2856,8,-5.6,3,7.2,9.2,73.6,0.0
2025-11,SHOP_057,乐芽成长中心,儿童配套,F4,欠费承压,147,112027,-1.5,27.1,7667,14,-4.6,3,7.2,9.1,71.2,0.0
2025-12,SHOP_057,乐芽成长中心,儿童配套,F4,欠费承压,147,117556,4.9,25.9,10328,19,-4.6,4,7.3,9.2,69.8,0.0
2026-01,SHOP_057,乐芽成长中心,儿童配套,F4,欠费承压,147,91802,-21.9,33.1,10650,23,-8.2,4,6.9,8.9,69.7,0.0
2026-02,SHOP_057,乐芽成长中心,儿童配套,F4,欠费承压,147,84584,-7.9,35.9,10933,28,-6.3,4,6.9,8.8,69.5,0.0
2026-03,SHOP_057,乐芽成长中心,儿童配套,F4,欠费承压,147,91575,8.3,33.2,13330,32,-4.7,5,6.9,8.9,68.3,0.0
2026-04,SHOP_057,乐芽成长中心,儿童配套,F4,欠费承压,147,96439,5.3,31.5,18349,36,-7.8,5,7.0,9.0,65.8,0.0
2026-05,SHOP_057,乐芽成长中心,儿童配套,F4,欠费承压,147,96503,0.1,31.5,18542,42,-8.4,5,7.0,9.0,65.7,0.0
2026-06,SHOP_057,乐芽成长中心,儿童配套,F4,欠费承压,147,88548,-8.2,34.3,23174,51,-11.8,6,6.9,8.9,63.4,0.0
2026-07,SHOP_057,乐芽成长中心,儿童配套,F4,欠费承压,147,108563,22.6,28.0,31000,38,-10.0,6,7.2,9.1,59.5,0.0
2025-08,SHOP_058,星宝亲子馆,儿童配套,F3,健康,336,456307,0.0,14.7,0,0,-4.8,0,11.8,32.9,124.8,0.0
2025-09,SHOP_058,星宝亲子馆,儿童配套,F3,健康,336,478927,5.0,14.0,677,5,2.7,0,11.9,33.2,124.4,0.0
2025-10,SHOP_058,星宝亲子馆,儿童配套,F3,健康,336,504098,5.3,13.3,1020,15,1.2,1,12.0,33.4,124.3,0.0
2025-11,SHOP_058,星宝亲子馆,儿童配套,F3,健康,336,508825,0.9,13.2,2164,20,-1.4,1,12.0,33.5,123.7,0.0
2025-12,SHOP_058,星宝亲子馆,儿童配套,F3,健康,336,548062,7.7,12.3,0,6,-3.9,0,12.2,33.9,124.8,0.0
2026-01,SHOP_058,星宝亲子馆,儿童配套,F3,健康,336,427440,-22.0,15.7,1064,13,2.8,0,11.6,32.6,124.3,0.0
2026-02,SHOP_058,星宝亲子馆,儿童配套,F3,健康,336,415947,-2.7,16.2,0,0,-2.1,1,11.6,32.5,124.8,0.0
2026-03,SHOP_058,星宝亲子馆,儿童配套,F3,健康,336,473784,13.9,14.2,0,0,-5.0,2,11.9,33.1,124.8,0.0
2026-04,SHOP_058,星宝亲子馆,儿童配套,F3,健康,336,474564,0.2,14.2,0,0,5.0,1,11.9,33.1,124.8,0.0
2026-05,SHOP_058,星宝亲子馆,儿童配套,F3,健康,336,511786,7.8,13.1,838,7,-0.4,1,12.0,33.5,124.4,0.0
2026-06,SHOP_058,星宝亲子馆,儿童配套,F3,健康,336,490549,-4.1,13.7,905,14,-3.1,1,11.9,33.3,124.3,0.0
2026-07,SHOP_058,星宝亲子馆,儿童配套,F3,健康,336,455901,-7.1,14.7,0,0,-2.5,1,11.8,32.9,124.8,0.0
2025-08,SHOP_059,童学社,儿童配套,F4,区域性下滑,315,200218,0.0,23.2,0,0,0.5,2,8.4,19.7,85.6,0.0
2025-09,SHOP_059,童学社,儿童配套,F4,区域性下滑,315,205997,2.9,22.5,0,0,-0.2,1,8.4,19.7,85.6,0.0
2025-10,SHOP_059,童学社,儿童配套,F4,区域性下滑,315,219920,6.8,21.1,517,5,-3.1,2,8.5,19.9,85.3,0.0
2025-11,SHOP_059,童学社,儿童配套,F4,区域性下滑,315,226411,3.0,20.5,0,0,-3.9,2,8.6,20.0,85.6,0.0
2025-12,SHOP_059,童学社,儿童配套,F4,区域性下滑,315,232402,2.6,20.0,0,0,-7.6,3,8.6,20.1,85.6,0.0
2026-01,SHOP_059,童学社,儿童配套,F4,区域性下滑,315,173787,-25.2,26.7,0,0,-4.3,2,8.2,19.3,85.6,0.0
2026-02,SHOP_059,童学社,儿童配套,F4,区域性下滑,315,168174,-3.2,27.6,0,0,-6.2,2,8.2,19.2,85.6,0.0
2026-03,SHOP_059,童学社,儿童配套,F4,区域性下滑,315,182237,8.4,25.4,1036,10,-7.6,2,8.3,19.4,85.1,0.0
2026-04,SHOP_059,童学社,儿童配套,F4,区域性下滑,315,186171,2.2,24.9,2337,18,-6.7,3,8.3,19.5,84.4,0.0
2026-05,SHOP_059,童学社,儿童配套,F4,区域性下滑,315,184897,-0.7,25.1,2374,23,-7.3,2,8.3,19.5,84.4,0.0
2026-06,SHOP_059,童学社,儿童配套,F4,区域性下滑,315,166246,-10.1,27.9,0,7,-13.6,3,8.1,19.2,85.6,0.0
2026-07,SHOP_059,童学社,儿童配套,F4,区域性下滑,315,208816,25.6,22.2,0,0,-5.4,3,8.5,19.8,85.6,0.0
2025-08,SHOP_060,小鲸游泳学院,儿童配套,F3,健康,419,524240,0.0,16.6,2169,6,-0.6,0,11.2,30.6,109.1,0.0
2025-09,SHOP_060,小鲸游泳学院,儿童配套,F3,健康,419,531789,1.4,16.4,0,0,-1.9,1,11.2,30.7,110.2,0.0
2025-10,SHOP_060,小鲸游泳学院,儿童配套,F3,健康,419,587794,10.5,14.8,0,0,1.4,0,11.4,31.1,110.2,0.0
2025-11,SHOP_060,小鲸游泳学院,儿童配套,F3,健康,419,601125,2.3,14.5,1588,5,-2.0,0,11.5,31.2,109.4,0.0
2025-12,SHOP_060,小鲸游泳学院,儿童配套,F3,健康,419,639016,6.3,13.6,1025,11,1.2,0,11.6,31.6,109.7,0.0
2026-01,SHOP_060,小鲸游泳学院,儿童配套,F3,健康,419,503055,-21.3,17.3,1041,20,4.1,0,11.1,30.4,109.7,0.0
2026-02,SHOP_060,小鲸游泳学院,儿童配套,F3,健康,419,489429,-2.7,17.8,0,5,3.6,1,11.0,30.3,110.2,0.0
2026-03,SHOP_060,小鲸游泳学院,儿童配套,F3,健康,419,527594,7.8,16.5,2170,12,4.9,0,11.2,30.6,109.1,0.0
2026-04,SHOP_060,小鲸游泳学院,儿童配套,F3,健康,419,564413,7.0,15.4,1786,18,1.6,0,11.3,30.9,109.3,0.0
2026-05,SHOP_060,小鲸游泳学院,儿童配套,F3,健康,419,578989,2.6,15.0,0,8,-1.4,0,11.4,31.1,110.2,0.0
2026-06,SHOP_060,小鲸游泳学院,儿童配套,F3,健康,419,562574,-2.8,15.5,0,0,-3.8,0,11.3,30.9,110.2,0.0
2026-07,SHOP_060,小鲸游泳学院,儿童配套,F3,健康,419,526861,-6.3,16.5,0,0,-3.7,0,11.2,30.6,110.2,0.0
2025-08,SHOP_061,彩虹艺术课堂,儿童配套,F3,健康,251,401288,0.0,13.7,1788,7,2.1,1,13.8,33.4,97.2,0.0
2025-09,SHOP_061,彩虹艺术课堂,儿童配套,F3,健康,251,407356,1.5,13.5,0,0,-0.5,0,13.8,33.5,98.1,0.0
2025-10,SHOP_061,彩虹艺术课堂,儿童配套,F3,健康,251,438695,7.7,12.6,1706,6,-3.5,1,14.0,33.8,97.2,0.0
2025-11,SHOP_061,彩虹艺术课堂,儿童配套,F3,健康,251,464178,5.8,11.9,689,16,5.9,0,14.2,34.1,97.7,0.0
2025-12,SHOP_061,彩虹艺术课堂,儿童配套,F3,健康,251,477568,2.9,11.5,1174,23,2.4,1,14.3,34.3,97.5,0.0
2026-01,SHOP_061,彩虹艺术课堂,儿童配套,F3,健康,251,383589,-19.7,14.4,1960,29,-3.5,0,13.7,33.2,97.1,0.0
2026-02,SHOP_061,彩虹艺术课堂,儿童配套,F3,健康,251,373245,-2.7,14.8,2405,36,2.6,1,13.6,33.1,96.8,0.0
2026-03,SHOP_061,彩虹艺术课堂,儿童配套,F3,健康,251,407295,9.1,13.5,1569,41,-3.8,0,13.8,33.5,97.3,0.0
2026-04,SHOP_061,彩虹艺术课堂,儿童配套,F3,健康,251,427270,4.9,12.9,1131,50,5.5,0,14.0,33.7,97.5,0.0
2026-05,SHOP_061,彩虹艺术课堂,儿童配套,F3,健康,251,442289,3.5,12.5,0,33,-4.4,2,14.1,33.9,98.1,0.0
2026-06,SHOP_061,彩虹艺术课堂,儿童配套,F3,健康,251,426431,-3.6,12.9,1977,41,1.0,1,14.0,33.7,97.1,0.0
2026-07,SHOP_061,彩虹艺术课堂,儿童配套,F3,健康,251,404396,-5.2,13.6,0,0,-4.6,1,13.8,33.4,98.1,0.0
2025-08,SHOP_062,奇趣科学馆,儿童配套,F3,持续下滑,236,383280,0.0,27.6,0,0,-4.0,3,7.0,12.4,114.9,0.0
2025-09,SHOP_062,奇趣科学馆,儿童配套,F3,持续下滑,236,386438,0.8,27.4,1784,9,-5.1,4,7.0,12.4,114.0,0.0
2025-10,SHOP_062,奇趣科学馆,儿童配套,F3,持续下滑,236,400694,3.7,26.4,1767,18,-0.5,4,7.0,12.5,114.0,0.0
2025-11,SHOP_062,奇趣科学馆,儿童配套,F3,持续下滑,236,389344,-2.8,27.2,1949,22,-8.5,3,7.0,12.4,113.9,0.0
2025-12,SHOP_062,奇趣科学馆,儿童配套,F3,持续下滑,236,411728,5.7,25.7,2474,28,-12.1,3,7.1,12.5,113.7,0.0
2026-01,SHOP_062,奇趣科学馆,儿童配套,F3,持续下滑,236,312838,-24.0,33.9,28,36,-6.0,4,6.7,12.1,114.9,0.0
2026-02,SHOP_062,奇趣科学馆,儿童配套,F3,持续下滑,236,291325,-6.9,36.4,0,18,-11.1,5,6.7,12.0,114.9,0.0
2026-03,SHOP_062,奇趣科学馆,儿童配套,F3,持续下滑,236,315143,8.2,33.6,0,1,-11.4,4,6.7,12.1,114.9,0.0
2026-04,SHOP_062,奇趣科学馆,儿童配套,F3,持续下滑,236,320516,1.7,33.1,0,0,-15.2,5,6.8,12.1,114.9,0.0
2026-05,SHOP_062,奇趣科学馆,儿童配套,F3,持续下滑,236,303459,-5.3,34.9,0,0,-12.5,6,6.7,12.0,114.9,0.0
2026-06,SHOP_062,奇趣科学馆,儿童配套,F3,持续下滑,236,294362,-3.0,36.0,598,9,-12.6,6,6.7,12.0,114.6,0.0
2026-07,SHOP_062,奇趣科学馆,儿童配套,F3,持续下滑,236,385812,31.1,27.5,888,16,-17.2,6,7.0,12.4,114.5,0.0
2025-08,SHOP_063,知禾阅读馆,儿童配套,F3,短期波动,173,195342,0.0,22.2,0,0,-5.2,0,10.9,24.5,118.5,0.0
2025-09,SHOP_063,知禾阅读馆,儿童配套,F3,短期波动,173,208129,6.5,20.8,0,0,-2.6,0,11.0,24.7,118.5,0.0
2025-10,SHOP_063,知禾阅读馆,儿童配套,F3,短期波动,173,222720,7.0,19.4,0,0,1.7,0,11.1,24.9,118.5,0.0
2025-11,SHOP_063,知禾阅读馆,儿童配套,F3,短期波动,173,225814,1.4,19.2,0,0,-4.0,0,11.2,25.0,118.5,0.0
2025-12,SHOP_063,知禾阅读馆,儿童配套,F3,短期波动,173,229405,1.6,18.9,0,0,-2.1,1,11.2,25.1,118.5,0.0
2026-01,SHOP_063,知禾阅读馆,儿童配套,F3,短期波动,173,178484,-22.2,24.3,1018,8,-0.2,1,10.7,24.2,118.0,0.0
2026-02,SHOP_063,知禾阅读馆,儿童配套,F3,短期波动,173,173767,-2.6,24.9,2222,17,-2.2,1,10.6,24.1,117.4,0.0
2026-03,SHOP_063,知禾阅读馆,儿童配套,F3,短期波动,173,193055,11.1,22.4,0,8,-2.8,0,10.8,24.4,118.5,0.0
2026-04,SHOP_063,知禾阅读馆,儿童配套,F3,短期波动,173,194917,1.0,22.2,0,0,-1.6,0,10.9,24.5,118.5,0.0
2026-05,SHOP_063,知禾阅读馆,儿童配套,F3,短期波动,173,208243,6.8,20.8,1946,5,-9.8,1,11.0,24.7,117.6,0.0
2026-06,SHOP_063,知禾阅读馆,儿童配套,F3,短期波动,173,188550,-9.5,23.0,0,0,2.8,2,10.8,24.4,118.5,0.0
2026-07,SHOP_063,知禾阅读馆,儿童配套,F3,短期波动,173,203691,8.0,21.3,0,0,5.4,1,10.9,24.6,118.5,0.0
2025-08,SHOP_064,启星编程,儿童配套,F3,转化恶化,251,177535,0.0,19.8,0,0,-7.5,2,17.5,8.5,140.0,0.0
2025-09,SHOP_064,启星编程,儿童配套,F3,转化恶化,251,178500,0.5,19.7,0,0,0.9,3,17.5,8.6,140.0,0.0
2025-10,SHOP_064,启星编程,儿童配套,F3,转化恶化,251,183075,2.6,19.2,0,0,-5.1,3,17.6,8.6,140.0,0.0
2025-11,SHOP_064,启星编程,儿童配套,F3,转化恶化,251,188174,2.8,18.7,0,0,-5.3,2,17.7,8.6,140.0,0.0
2025-12,SHOP_064,启星编程,儿童配套,F3,转化恶化,251,200992,6.8,17.5,0,0,-3.7,3,17.9,8.7,140.0,0.0
